,Title,US_Gross,Worldwide_Gross,US_DVD_Sales,Production_Budget,Release_Date,MPAA_Rating,Running_Time_min,Distributor,Source,Major_Genre,Creative_Type,Director,Rotten_Tomatoes_Rating,IMDB_Rating,IMDB_Votes,Price sensitivity scores,Income bins,Age
2986,Toy Story 2,245852179.0,484966906.0,,90000000.0,Nov 19 1999,G,92.0,Walt Disney Pictures,Original Screenplay,Adventure,Kids Fiction,John Lasseter,100.0,8.0,119357.0,0.3234183656723619,80.0,100.0
2987,Toy Story 3,410640665.0,1046340665.0,,200000000.0,Jun 18 2010,G,102.0,Walt Disney Pictures,Original Screenplay,Adventure,Kids Fiction,,99.0,8.9,67380.0,0.5401975011696433,89.0,99.0
2988,The Taking of Pelham 123,65452312.0,148989667.0,23048229.0,110000000.0,Jun 12 2009,R,106.0,Sony Pictures,Remake,Action,Contemporary Fiction,Tony Scott,,6.5,33452.0,0.08610246963285006,65.0,
2989,Treasure Planet,38120554.0,91800000.0,,100000000.0,Nov 27 2002,PG,96.0,Walt Disney Pictures,Based on Book/Short Story,Adventure,Kids Fiction,,69.0,6.6,12099.0,0.050147561528039244,66.0,69.0
2990,Traffic,124107476.0,208300000.0,,48000000.0,Dec 27 2000,R,147.0,USA Films,Based on TV,Drama,Contemporary Fiction,Steven Soderbergh,91.0,7.8,85759.0,0.1632632959321539,78.0,91.0
2991,Thomas and the Magic Railroad,15911332.0,15911332.0,,19000000.0,Jul 26 2000,G,,Destination Films,Based on Book/Short Story,Adventure,Fantasy,,19.0,2.7,1613.0,0.0,27.0,19.0
2992,Training Day,76261036.0,104505362.0,,45000000.0,Oct 05 2001,R,122.0,Warner Bros.,Original Screenplay,Drama,Contemporary Fiction,Antoine Fuqua,72.0,7.6,82057.0,0.10032133832582851,76.0,72.0
2993,Traitor,23530831.0,27664173.0,13547082.0,22000000.0,Aug 27 2008,PG-13,113.0,Overture Films,Original Screenplay,Thriller/Suspense,Contemporary Fiction,,61.0,7.1,22468.0,0.03095479135424929,71.0,61.0
2994,Trapped,6916869.0,6916869.0,,30000000.0,Sep 20 2002,R,,Sony Pictures,Based on Book/Short Story,Thriller/Suspense,Contemporary Fiction,,18.0,6.0,10685.0,0.0,60.0,18.0
2995,The Ring,129094024.0,249094024.0,,48000000.0,Oct 18 2002,PG-13,115.0,Dreamworks SKG,Remake,Horror,Contemporary Fiction,Gore Verbinski,71.0,5.5,589.0,0.16982309626041045,55.0,71.0
2996,Trippin',9017070.0,9017070.0,,3000000.0,May 12 1999,R,,October Films,Original Screenplay,Comedy,Contemporary Fiction,,8.0,4.6,673.0,0.0,46.0,8.0
2997,Star Trek,257730019.0,385680447.0,98317480.0,140000000.0,May 08 2009,PG-13,,Paramount Pictures,Based on TV,Adventure,Science Fiction,J.J. Abrams,94.0,8.2,134187.0,0.33904365569884487,82.0,94.0
2998,The Terminal,77073959.0,218673959.0,,75000000.0,Jun 18 2004,PG-13,128.0,Dreamworks SKG,Based on Real Life Events,Drama,Dramatization,Steven Spielberg,60.0,7.1,79803.0,0.10139073795102962,71.0,60.0
2999,Transamerica,9015303.0,15151744.0,3927958.0,1000000.0,Dec 02 2005,R,,Weinstein Co.,Original Screenplay,Drama,Contemporary Fiction,,76.0,7.6,19343.0,0.01185962464990453,76.0,76.0
3000,The Transporter 2,43095856.0,85095856.0,,32000000.0,Sep 02 2005,PG-13,,20th Century Fox,Original Screenplay,Action,Contemporary Fiction,Louis Leterrier,,6.6,51005.0,0.056692567751337485,66.0,
3001,The Transporter,25296447.0,43928932.0,,21000000.0,Oct 11 2002,PG-13,92.0,20th Century Fox,Original Screenplay,Action,Contemporary Fiction,Corey Yuen,53.0,6.6,51005.0,0.0332774579397058,66.0,53.0
3002,The Road,8114270.0,23914270.0,6599387.0,25000000.0,Nov 25 2009,R,,Weinstein Co.,Based on Book/Short Story,Drama,Science Fiction,,75.0,7.5,39124.0,0.010674316382708472,75.0,75.0
3003,Tropic Thunder,110461307.0,188163455.0,50387300.0,90000000.0,Aug 13 2008,R,106.0,Paramount Pictures,Original Screenplay,Comedy,Contemporary Fiction,Ben Stiller,83.0,7.2,104839.0,0.14531177037065443,72.0,83.0
3004,Troy,133298577.0,497398577.0,,150000000.0,May 14 2004,R,163.0,Warner Bros.,Based on Book/Short Story,Action,Historical Fiction,Wolfgang Petersen,54.0,7.0,129575.0,0.17535418272535014,70.0,54.0
3005,xXx,141930000.0,267200000.0,,70000000.0,Aug 09 2002,PG-13,124.0,Sony Pictures,Original Screenplay,Action,Contemporary Fiction,Rob Cohen,48.0,5.5,52636.0,0.18670881350975668,55.0,48.0
3006,Ta Ra Rum Pum,872643.0,9443864.0,,7400000.0,Apr 27 2007,Not Rated,,Yash Raj Films,Original Screenplay,Comedy,Contemporary Fiction,,67.0,5.1,1051.0,0.0011479612424969677,51.0,67.0
3007,The Truman Show,125618201.0,248400000.0,,60000000.0,Jun 05 1998,PG,102.0,Paramount Pictures,Original Screenplay,Drama,Contemporary Fiction,Peter Weir,95.0,8.0,156346.0,0.16525065358937596,80.0,95.0
3008,Trust the Man,1530535.0,2548378.0,,9000000.0,Aug 18 2006,R,,Fox Searchlight,Original Screenplay,Comedy,Contemporary Fiction,,27.0,5.8,5262.0,0.0020134176980564746,58.0,27.0
3009,Where the Truth Lies,872142.0,1415656.0,,25000000.0,Oct 14 2005,Not Rated,,ThinkFilm,Based on Book/Short Story,Drama,,Atom Egoyan,41.0,6.6,8951.0,0.0011473021773552188,66.0,41.0
3010,Tarzan,171091819.0,448191819.0,,145000000.0,Jun 16 1999,G,88.0,Walt Disney Pictures,Based on Book/Short Story,Adventure,Historical Fiction,Kevin Lima,88.0,6.9,26871.0,0.2250711655514412,69.0,88.0
3011,The Secret in Their Eyes,6374789.0,6374789.0,,3500000.0,Apr 16 2010,R,,Sony Pictures Classics,,Drama,,,,,,0.00838603037106354,,
3012,Tsotsi,2912606.0,9879971.0,,3000000.0,Feb 24 2006,R,,Miramax,Based on Book/Short Story,Drama,Contemporary Fiction,Gavin Hood,,7.4,13167.0,0.0038315311102754767,74.0,
3013,Teacher's Pet: The Movie,6491969.0,6491969.0,,10000000.0,Jan 16 2004,PG,,Walt Disney Pictures,Based on TV,Comedy,Kids Fiction,,,,,0.008540180577271343,,
3014,The Time Traveler's Wife,63414846.0,98666635.0,19814283.0,39000000.0,Aug 14 2009,PG-13,,Warner Bros.,Based on Book/Short Story,Drama,Science Fiction,,37.0,7.1,23908.0,0.08342218456678602,71.0,37.0
3015,The Touch,0.0,5918742.0,,20000000.0,Mar 31 2004,PG-13,,Miramax,,,,,,4.5,1031.0,0.0,45.0,
3016,Tuck Everlasting,19161999.0,19344615.0,,15000000.0,Oct 11 2002,PG,,Walt Disney Pictures,Based on Book/Short Story,Drama,Kids Fiction,Jay Russell,61.0,6.5,6639.0,0.025207595982281013,65.0,61.0
3017,Thumbsucker,1328679.0,1919197.0,,4000000.0,Sep 16 2005,R,,Sony Pictures Classics,Based on Book/Short Story,Comedy,Contemporary Fiction,,70.0,6.7,12109.0,0.0017478762743981541,67.0,70.0
3018,Turbulence,11532774.0,11532774.0,,55000000.0,Jan 10 1997,R,,MGM,Original Screenplay,Thriller/Suspense,Contemporary Fiction,,17.0,4.5,5147.0,0.0,45.0,17.0
3019,Turistas,7027762.0,14321070.0,3507046.0,10000000.0,Dec 01 2006,R,89.0,20th Century Fox,Original Screenplay,Thriller/Suspense,Contemporary Fiction,,,6.9,83.0,0.00924501588564049,69.0,
3020,The Wash,10097096.0,10097096.0,,4000000.0,Nov 14 2001,R,,Lionsgate,Original Screenplay,Comedy,Contemporary Fiction,,8.0,3.6,3095.0,0.0,36.0,8.0
3021,Two Girls and a Guy,2057193.0,2315026.0,,1000000.0,Apr 24 1998,R,,Fox Searchlight,Original Screenplay,Drama,Contemporary Fiction,James Toback,,5.6,3722.0,0.0027062359204578093,56.0,
3022,The Wild,37384046.0,99384046.0,43063958.0,80000000.0,Apr 14 2006,G,,Walt Disney Pictures,Original Screenplay,Adventure,Contemporary Fiction,,19.0,5.4,8498.0,0.0,54.0,19.0
3023,Twilight,15055091.0,15055091.0,,20000000.0,Mar 06 1998,R,,Paramount Pictures,Original Screenplay,Drama,Contemporary Fiction,,60.0,6.1,4840.0,0.01980496144501808,61.0,60.0
3024,Twisted,25195050.0,40119848.0,,50000000.0,Feb 27 2004,R,97.0,Paramount Pictures,Original Screenplay,Thriller/Suspense,Contemporary Fiction,Philip Kaufman,2.0,4.8,83.0,0.0,48.0,2.0
3025,The Twilight Saga: New Moon,296623634.0,702623634.0,162665819.0,50000000.0,Nov 20 2009,PG-13,130.0,Summit Entertainment,Based on Book/Short Story,Drama,Fantasy,Chris Weitz,28.0,,,0.39020817841958944,,28.0
3026,The Twilight Saga: Eclipse,300155447.0,688155447.0,,68000000.0,Jun 30 2010,PG-13,124.0,Summit Entertainment,Based on Book/Short Story,Drama,Fantasy,David Slade,51.0,,,0.39485427589558697,,51.0
3027,Twilight,192769854.0,396439854.0,193591463.0,37000000.0,Nov 21 2008,PG-13,120.0,Summit Entertainment,Based on Book/Short Story,Drama,Fantasy,Catherine Hardwicke,50.0,6.1,4840.0,0.25358860509257397,61.0,50.0
3028,Town & Country,6712451.0,10364769.0,,105000000.0,Apr 27 2001,R,,New Line,Original Screenplay,Romantic Comedy,Contemporary Fiction,Peter Chelsom,13.0,4.4,2889.0,0.0,44.0,13.0
3029,200 Cigarettes,6852450.0,6852450.0,,6000000.0,Feb 26 1999,R,,Paramount Pictures,Original Screenplay,Romantic Comedy,Contemporary Fiction,,30.0,5.4,8645.0,0.009014393075001284,54.0,30.0
3030,The Texas Chainsaw Massacre: The Beginning,39517763.0,50517763.0,15943146.0,16000000.0,Oct 06 2006,R,90.0,New Line,Remake,Horror,Historical Fiction,,,5.8,20196.0,0.05198558896843348,58.0,
3031,The Texas Chainsaw Massacre,80571655.0,107071655.0,,9000000.0,Oct 17 2003,R,98.0,New Line,Remake,Horror,Historical Fiction,,36.0,6.1,39172.0,0.10599195453792332,61.0,36.0
3032,Texas Rangers,623374.0,623374.0,,38000000.0,Nov 30 2001,PG-13,,Miramax,Based on Book/Short Story,Western,Historical Fiction,Steve Miner,,5.0,2645.0,0.0008200480512423805,50.0,
3033,Tom yum goong,12044087.0,43044087.0,13125985.0,5700000.0,Sep 08 2006,R,82.0,Weinstein Co.,Original Screenplay,Action,Contemporary Fiction,,,6.9,13929.0,0.01584398783610431,69.0,
3034,Thank You For Smoking,24793509.0,39232211.0,16660404.0,7500000.0,Mar 17 2006,R,,Fox Searchlight,Based on Book/Short Story,Black Comedy,Contemporary Fiction,Jason Reitman,,7.8,65340.0,0.03261584336034295,78.0,
3035,U2 3D,10363341.0,22664070.0,,15000000.0,Jan 23 2008,G,85.0,National Geographic Entertainment,Based on Real Life Events,Concert/Performance,Factual,Catherine Owens,,8.3,2090.0,0.013632967674959596,83.0,
3036,U-571,77086030.0,127630030.0,,62000000.0,Apr 21 2000,PG-13,116.0,Universal,Original Screenplay,Action,Historical Fiction,Jonathan Mostow,68.0,6.4,32528.0,0.10140661734289798,64.0,68.0
3037,Undercover Brother,38230435.0,38230435.0,,25000000.0,May 31 2002,PG-13,86.0,Universal,Original Screenplay,Comedy,Contemporary Fiction,Malcolm D. Lee,76.0,5.7,14237.0,0.05029210990496636,57.0,76.0
3038,Underclassman,5654777.0,5654777.0,,25000000.0,Sep 02 2005,PG-13,,Miramax,Original Screenplay,Thriller/Suspense,Contemporary Fiction,,,3.3,3249.0,0.007438855099924339,33.0,
3039,Dodgeball: A True Underdog Story,114326736.0,167726736.0,,30000000.0,Jun 18 2004,PG-13,92.0,20th Century Fox,Original Screenplay,Comedy,Contemporary Fiction,,,6.6,65329.0,0.15039673945609236,66.0,
3040,The Ugly Truth,88915214.0,203115214.0,33619971.0,38000000.0,Jul 24 2009,R,,Sony Pictures,Original Screenplay,Romantic Comedy,Contemporary Fiction,Robert Luketic,14.0,6.4,27888.0,0.0,64.0,14.0
3041,Ultraviolet,18522064.0,20722064.0,14141779.0,30000000.0,Mar 03 2006,PG-13,,Sony/Screen Gems,Original Screenplay,Action,Science Fiction,,9.0,4.0,28547.0,0.0,40.0,9.0
3042,Unaccompanied Minors,16655224.0,21949214.0,7060674.0,25000000.0,Dec 08 2006,PG,87.0,Warner Bros.,Original Screenplay,Comedy,Contemporary Fiction,,,3.7,4133.0,0.02190993526230694,37.0,
3043,Unbreakable,94999143.0,248099143.0,,73243106.0,Nov 22 2000,PG-13,107.0,Walt Disney Pictures,Original Screenplay,Thriller/Suspense,Super Hero,M. Night Shyamalan,68.0,7.3,97324.0,0.12497130468522305,73.0,68.0
3044,The Unborn,42670410.0,77208315.0,11045109.0,16000000.0,Jan 09 2009,PG-13,,Universal,Original Screenplay,Horror,Fantasy,David Goyer,11.0,4.5,15331.0,0.0,45.0,11.0
3045,Undead,41196.0,187847.0,,750000.0,Jul 01 2005,R,,Lionsgate,Original Screenplay,Horror,,,,5.6,6957.0,5.419330854187231e-05,56.0,
3046,Underworld,51970690.0,95708457.0,,22000000.0,Sep 19 2003,R,121.0,Sony Pictures,Original Screenplay,Action,Contemporary Fiction,Len Wiseman,30.0,6.7,65690.0,0.06836740553218754,67.0,30.0
3047,Undiscovered,1069318.0,1069318.0,,9000000.0,Aug 26 2005,PG-13,,Lionsgate,Original Screenplay,Romantic Comedy,Contemporary Fiction,,8.0,3.7,1981.0,0.0,37.0,8.0
3048,Undisputed,12398628.0,12398628.0,,20000000.0,Aug 23 2002,R,,Miramax,Original Screenplay,Drama,Contemporary Fiction,Walter Hill,49.0,5.8,6837.0,0.016310386268081786,58.0,49.0
3049,Underworld: Evolution,62318875.0,111318875.0,47003121.0,45000000.0,Jan 20 2006,R,,Sony/Screen Gems,Original Screenplay,Action,Fantasy,Len Wiseman,15.0,6.6,48551.0,0.0,66.0,15.0
3050,An Unfinished Life,8535575.0,18535575.0,21172686.0,30000000.0,Sep 09 2005,PG-13,,Miramax,Original Screenplay,Drama,Contemporary Fiction,Lasse Hallstrom,53.0,7.1,11770.0,0.011228542808944843,71.0,53.0
3051,Unfaithful,52752475.0,119114494.0,,50000000.0,May 08 2002,R,123.0,20th Century Fox,Remake,Drama,Contemporary Fiction,Adrian Lyne,48.0,6.6,23998.0,0.06939584314065457,66.0,48.0
3052,Universal Soldier II: The Return,10447421.0,10717421.0,,40000000.0,Aug 20 1999,R,,Sony Pictures,Original Screenplay,Action,Science Fiction,,,3.4,10233.0,0.013743574854836299,34.0,
3053,,26403.0,3080493.0,,3700000.0,Nov 03 2006,Not Rated,85.0,IFC Films,Original Screenplay,Thriller/Suspense,Contemporary Fiction,,39.0,6.6,11986.0,3.4733127619940156e-05,66.0,39.0
3054,Danny the Dog,24537621.0,49037621.0,,43000000.0,May 13 2005,R,,Focus/Rogue Pictures,Original Screenplay,Action,Contemporary Fiction,Louis Leterrier,,7.1,36119.0,0.032279222879321424,71.0,
3055,Untraceable,28687835.0,52649951.0,19710582.0,35000000.0,Jan 25 2008,R,,Sony/Screen Gems,Original Screenplay,Thriller/Suspense,Contemporary Fiction,,15.0,6.1,21922.0,0.0,61.0,15.0
3056,Up,293004164.0,731304609.0,178459329.0,175000000.0,May 29 2009,PG,96.0,Walt Disney Pictures,Original Screenplay,Adventure,Kids Fiction,Pete Docter,98.0,8.4,110491.0,0.38544676822277296,84.0,98.0
3057,Up in the Air,83823381.0,166077420.0,17124041.0,30000000.0,Dec 04 2009,R,,Paramount Pictures,Based on Book/Short Story,Drama,Contemporary Fiction,Jason Reitman,90.0,,,0.1102695977657034,,90.0
3058,The Upside of Anger,18761993.0,27361993.0,,12000000.0,Mar 11 2005,R,,New Line,Original Screenplay,Drama,Contemporary Fiction,Mike Binder,,7.0,12317.0,0.024681388375314313,70.0,
3059,Urban Legend,38116707.0,72571864.0,,14000000.0,Sep 25 1998,R,100.0,Sony Pictures,Original Screenplay,Horror,Contemporary Fiction,,21.0,5.2,19113.0,0.05014250080229013,52.0,21.0
3060,Urban Legends: Final Cut,21468807.0,38574362.0,,15000000.0,Sep 22 2000,R,98.0,Sony Pictures,Original Screenplay,Horror,Contemporary Fiction,,9.0,3.7,7609.0,0.0,37.0,9.0
3061,Urbania,1032075.0,1032075.0,,225000.0,Sep 15 2000,R,,Lionsgate,Based on Play,Drama,Contemporary Fiction,,73.0,6.7,2218.0,0.001357693924491525,67.0,73.0
3062,Valkyrie,83077470.0,198686497.0,26715008.0,75000000.0,Dec 25 2008,PG-13,120.0,United Artists,Based on Real Life Events,Thriller/Suspense,Dramatization,Bryan Singer,61.0,7.3,54343.0,0.10928835237858385,73.0,61.0
3063,Valiant,19478106.0,61746888.0,,35000000.0,Aug 19 2005,G,,Walt Disney Pictures,Original Screenplay,Adventure,Kids Fiction,,30.0,5.6,7158.0,0.025623434514741583,56.0,30.0
3064,Valentine,20384136.0,20384136.0,,10000000.0,Feb 02 2001,R,96.0,Warner Bros.,Based on Book/Short Story,Horror,Contemporary Fiction,,9.0,4.3,11435.0,0.0,43.0,9.0
3065,Cirque du Freak: The Vampire's Assistant,14046595.0,34372469.0,6377527.0,40000000.0,Oct 23 2009,PG-13,,Universal,Based on Book/Short Story,Action,Fantasy,Paul Weitz,37.0,6.1,9539.0,0.01847828567816586,61.0,37.0
3066,The Legend of Bagger Vance,30695227.0,39235486.0,,60000000.0,Nov 03 2000,PG-13,126.0,Dreamworks SKG,Based on Book/Short Story,Drama,Historical Fiction,Robert Redford,43.0,6.4,21995.0,0.04037954916918656,64.0,43.0
3067,Raising Victor Vargas,2073984.0,2811439.0,,800000.0,Mar 28 2003,R,,Samuel Goldwyn Films,Original Screenplay,Drama,Contemporary Fiction,Peter Sollett,,7.1,3719.0,0.0027283244689510267,71.0,
3068,In the Valley of Elah,6777741.0,24489150.0,3182650.0,23000000.0,Sep 14 2007,R,120.0,Warner Bros.,Based on Real Life Events,Drama,Dramatization,Paul Haggis,73.0,7.4,27529.0,0.008916113438923637,74.0,73.0
3069,Venom,881745.0,881745.0,,25000000.0,Sep 16 2005,R,,Miramax/Dimension,Original Screenplay,Horror,Contemporary Fiction,,10.0,4.6,4220.0,0.0,46.0,10.0
3070,Venus,3347411.0,4022411.0,,6000000.0,Dec 21 2006,R,95.0,Miramax,Original Screenplay,Drama,Contemporary Fiction,,89.0,,,0.004403516776858368,,89.0
3071,Vanity Fair,16123851.0,19123851.0,,23000000.0,Sep 01 2004,PG-13,,Focus Features,Based on Book/Short Story,Drama,Historical Fiction,Mira Nair,50.0,6.2,9343.0,0.02121091446077717,62.0,50.0
3072,V for Vendetta,70511035.0,132511035.0,58723721.0,50000000.0,Mar 17 2006,R,,Warner Bros.,Based on Comic/Graphic Novel,Action,Science Fiction,James McTeigue,73.0,8.2,224636.0,0.09275721612199625,82.0,73.0
3073,The Velocity of Gary,34145.0,34145.0,,4000000.0,Jul 16 1999,R,,Sony Pictures,,,,,,,,4.4917723083848674e-05,,
3074,Van Helsing,120150546.0,300150546.0,,170000000.0,May 07 2004,PG-13,132.0,Universal,Original Screenplay,Action,Historical Fiction,Stephen Sommers,22.0,5.5,68846.0,0.15805795734664582,55.0,22.0
3075,The Village,114197520.0,260197520.0,,71682975.0,Jul 30 2004,PG-13,108.0,Walt Disney Pictures,Original Screenplay,Thriller/Suspense,Contemporary Fiction,M. Night Shyamalan,42.0,6.6,88928.0,0.15022675590049117,66.0,42.0
3076,The Virgin Suicides,4859475.0,4859475.0,,6000000.0,Apr 21 2000,R,,Paramount Vantage,Based on Book/Short Story,Black Comedy,Contemporary Fiction,Sofia Coppola,,7.2,49110.0,0.006392635887622947,72.0,
3077,Virus,14010690.0,30626690.0,,75000000.0,Jan 15 1999,R,,Universal,Based on Comic/Graphic Novel,Action,Science Fiction,,9.0,4.5,10487.0,0.0,45.0,9.0
3078,The Visitor,9427026.0,16194905.0,,4000000.0,Apr 11 2008,PG-13,,Overture Films,Original Screenplay,Comedy,Contemporary Fiction,,90.0,6.8,318.0,0.012401245961992727,68.0,90.0
3079,A Very Long Engagement,6167817.0,59606587.0,,55000000.0,Nov 26 2004,R,,Warner Bros.,Based on Book/Short Story,Drama,Historical Fiction,Jean-Pierre Jeunet,,,,0.008113758853063532,,
3080,Vertical Limit,68473360.0,213500000.0,,75000000.0,Dec 08 2000,PG-13,124.0,Sony Pictures,Original Screenplay,Action,Contemporary Fiction,Martin Campbell,47.0,5.6,24294.0,0.09007665611658165,56.0,47.0
3081,Vampires,20268825.0,20268825.0,,20000000.0,Oct 30 1998,R,108.0,Sony Pictures,Based on Book/Short Story,Horror,Fantasy,John Carpenter,33.0,6.8,54.0,0.026663624793820152,68.0,33.0
3082,Vanilla Sky,100614858.0,202726605.0,,70000000.0,Dec 14 2001,R,136.0,Paramount Pictures,Remake,Thriller/Suspense,Contemporary Fiction,Cameron Crowe,39.0,6.9,87820.0,0.13235877375207955,69.0,39.0
3083,Volcano,47546796.0,120100000.0,,90000000.0,Apr 25 1997,PG-13,,20th Century Fox,Original Screenplay,Action,Contemporary Fiction,Mick Jackson,42.0,5.2,21313.0,0.06254777613859258,52.0,42.0
3084,Volver,12899867.0,85599867.0,,9400000.0,Nov 03 2006,R,,Sony Pictures Classics,Original Screenplay,Comedy,Contemporary Fiction,Pedro Almodovar,92.0,4.4,288.0,0.016969765814159547,44.0,92.0
3085,Kurtlar vadisi - Irak,0.0,24906717.0,,8300000.0,Nov 24 2006,,,,Original Screenplay,Action,Contemporary Fiction,,,5.7,7936.0,0.0,57.0,
3086,The Flintstones in Viva Rock Vegas,35231365.0,59431365.0,,58000000.0,Apr 28 2000,PG,90.0,Universal,Based on TV,Comedy,Kids Fiction,Brian Levant,24.0,3.3,5491.0,0.04634683546451891,33.0,24.0
3087,Varsity Blues,52894169.0,54294169.0,,16000000.0,Jan 15 1999,R,104.0,Paramount Pictures,Original Screenplay,Drama,Contemporary Fiction,Brian Robbins,39.0,6.0,18066.0,0.06958224149633307,60.0,39.0
3088,Valentine's Day,110485654.0,215771698.0,17250458.0,52000000.0,Feb 12 2010,PG-13,,Warner Bros.,Original Screenplay,Romantic Comedy,Contemporary Fiction,Garry Marshall,17.0,5.7,17599.0,0.0,57.0,17.0
3089,National Lampoon's Van Wilder,21005329.0,37975553.0,,6000000.0,Apr 05 2002,R,,Artisan,Original Screenplay,Comedy,Contemporary Fiction,,,,,0.027632495279166377,,
3090,The Wackness,2077046.0,2635650.0,,6000000.0,Jul 03 2008,R,,Sony Pictures Classics,Original Screenplay,Comedy,Historical Fiction,,69.0,7.1,13257.0,0.0027323525277614747,71.0,69.0
3091,Wag the Dog,43057470.0,64252038.0,,15000000.0,Dec 25 1997,R,120.0,New Line,Based on Book/Short Story,Drama,Contemporary Fiction,Barry Levinson,84.0,7.0,36092.0,0.05664207099578626,70.0,84.0
3092,Wah-Wah,234750.0,463039.0,,7000000.0,May 12 2006,Not Rated,,IDP/Goldwyn/Roadside,,,,Richard E. Grant,,6.8,1889.0,0.000308813457136725,68.0,
3093,Waiting...,16124543.0,16285543.0,37517657.0,1125000.0,Oct 07 2005,R,93.0,Lionsgate,Original Screenplay,Comedy,Contemporary Fiction,,30.0,,,0.021211824786282342,,30.0
3094,Waking Ned Devine,24793251.0,55193251.0,,3000000.0,Nov 20 1998,PG,91.0,20th Century Fox,Original Screenplay,Comedy,Contemporary Fiction,,82.0,,,0.03261550396152743,,82.0
3095,WALL-E,223808164.0,532743103.0,142201722.0,180000000.0,Jun 27 2008,G,97.0,Walt Disney Pictures,Original Screenplay,Comedy,Kids Fiction,Andrew Stanton,96.0,8.5,182257.0,0.2944194797029313,85.0,96.0
3096,War,22466994.0,40666994.0,27148376.0,25000000.0,Aug 24 2007,R,99.0,Lionsgate,Original Screenplay,Action,Contemporary Fiction,,,6.2,28771.0,0.0295553145414699,62.0,
3097,"War, Inc.",580862.0,1296184.0,910568.0,10000000.0,May 23 2008,R,,First Look,Original Screenplay,Black Comedy,Contemporary Fiction,,29.0,,,0.0007641235456415437,,29.0
3098,Red Cliff,627047.0,119627047.0,,40000000.0,Nov 20 2009,R,131.0,Magnolia Pictures,Based on Real Life Events,Action,Dramatization,John Woo,,,,0.0008248798801159192,,
3099,The War of the Worlds,234280354.0,591745532.0,,132000000.0,Jun 29 2005,PG-13,116.0,Paramount Pictures,Remake,Action,Science Fiction,Steven Spielberg,,7.2,12074.0,0.308195638159556,72.0,
